id,filename,citation
275673,ftp:##ftp.cs.rochester.edu#pub#papers#theory#95.tr556rev.Large_sets_in_AC^0.ps.gz,"[Zim95a] <author> M. Zimand. </author> <title> Large sets in AC 0 : A Kolmogorov complexity property and some applications. </title> <booktitle> In Proceedings of 7th International Conference on Computing and Information, </booktitle> <address> Peterborough, Canada, </address> <year> 1995. </year>"
276014,http:##www.csl.sri.com#reports#postscript#sss86.ps.gz,"[FLR77] <author> R. J. Feiertag, K. N. Levitt, and L. Robinson. </author> <title> Proving multilevel security of a system design. </title> <booktitle> In Sixth ACM Symposium on Operating System Principles, </booktitle> <pages> pages 57-65, </pages> <month> November </month> <year> 1977. </year> <note> 194 Bibliography </note>"
276038,http:##ciir.cs.umass.edu#info#psfiles#tepubs#fallsymp.ps,"[Fisher and Riloff 1992] <author> Fisher, D. and Riloff, E. </author> <title> Applying Statistical Meth--ods to Small Corpora: Benefitting from a Limited Domain. </title> <booktitle> In Working Notes of 1992 AAAI Fall Symposium Series: Probabilistic Approaches to Natural Language, </booktitle> <year> 1992. </year>"
276132,http:##www.media.mit.edu#~vmb#papers#acosta.ps,"[V. M. Bove and Watlington, 1995] <author> V. M. Bove, J. and Watlington, J. A. </author> <year> (1995). </year> <title> Cheops: A reconfigurable data-flow system for video processing. </title> <journal> IEEE Transactions on Circuits and Systems for Video Processing, </journal> <volume> 5 </volume> <pages> 140-149. </pages>"
276132,http:##www.media.mit.edu#~vmb#papers#cheops.ps,"[V. M. Bove and Watlington, 1995] <author> V. M. Bove, J. and Watlington, J. A. </author> <year> (1995). </year> <title> Cheops: A reconfigurable data-flow system for video processing. </title> <journal> IEEE Transactions on Circuits and Systems for Video Processing, </journal> <volume> 5 </volume> <pages> 140-149. </pages>"
276148,http:##http.cs.berkeley.edu#~twong#masters#report.ps.gz,"[17] <author> T. Wong, K. Mayer-Patel, D. Simpson, and L. Rowe. </author> <title> Software-only video production switcher for the Internet MBone. </title> <booktitle> Proceedings of SPIE Multimedia Computing and Networking, </booktitle> <year> 1998. </year>"
276148,http:##http.cs.berkeley.edu#~twong#masters#spie.ps.gz,"[17] <author> T. Wong, K. Mayer-Patel, D. Simpson, and L. Rowe. </author> <title> Software-only video production switcher for the Internet MBone. </title> <booktitle> Proceedings of SPIE Multimedia Computing and Networking, </booktitle> <year> 1998. </year>"
276148,http:##www.cs.berkeley.edu#~twong#masters#report.ps.gz,"[17] <author> T. Wong, K. Mayer-Patel, D. Simpson, and L. Rowe. </author> <title> Software-only video production switcher for the Internet MBone. </title> <booktitle> Proceedings of SPIE Multimedia Computing and Networking, </booktitle> <year> 1998. </year>"
276148,http:##www.cs.berkeley.edu#~twong#masters#spie.ps.gz,"[17] <author> T. Wong, K. Mayer-Patel, D. Simpson, and L. Rowe. </author> <title> Software-only video production switcher for the Internet MBone. </title> <booktitle> Proceedings of SPIE Multimedia Computing and Networking, </booktitle> <year> 1998. </year>"
276196,ftp:##ftp.cis.ufl.edu#pub#faculty#pel#tech_reports#toolset.ps.gz,"[LA93] <author> Panos E. Livadas and Scott D. Alden. </author> <title> A toolset for program understanding. </title> <booktitle> In Proceedings of the 2nd Workshop on Program Comprehension, </booktitle> <pages> pages 110-118, </pages> <address> Capri, Italy, </address> <month> July 8-9 </month> <year> 1993. </year>"
276211,ftp:##ftp.cc.gatech.edu#pub#gvu#tr#1992#92-12.ps.Z,"[Shilling and Stasko, 1992] <author> Shilling, J. J. and Stasko, J. T. </author> <year> (1992). </year> <title> Using Animation to Design, Document and Trace Object Oriented Systems. </title> <type> Technical Report GIT-GVU-92-12, </type> <institution> Georgia Institute of Technology. </institution>"
276287,ftp:##ftpipr.ira.uka.de#pub#papers#1994#fuzzieee94td.ps.gz,"[17] <author> Th.Drsam, S.Fatikow, and I.Streit: </author> <title> ""Fuzzy-Based Grasp-Force-Adaptation for Multifingered Robot Hands"", </title> <booktitle> Proc. of The Third IEEE Conference on Fuzzy Systems, </booktitle> <pages> pp. 1468-1471, </pages> <month> June </month> <year> 1994. </year>"
276464,ftp:##ftp.cs.cmu.edu#project#mach#doc#published#defaultmm.ps,"[GD91] <author> David B. Golub and Richard P. Draves. </author> <title> Moving the default memory manager out of the mach kernel. </title> <booktitle> In Proceedings of the Usenix Mach Symposium, </booktitle> <month> November </month> <year> 1991. </year>"
276544,ftp:##ftp.cs.rochester.edu#pub#papers#theory#97.tr665.Introduction_to_query_order.ps.gz,"[HHH97a] <author> E. Hemaspaandra, L. Hemaspaandra, and H. Hempel. </author> <title> An introduction to query order. </title> <journal> Bulletin of the EATCS, </journal> <volume> 63, </volume> <month> October </month> <year> 1997. </year>"
276547,ftp:##ftp.cs.rochester.edu#pub#papers#theory#97.tr657.Translating_equality_downwards.ps.gz,"[HHH97] <author> E. Hemaspaandra, L. Hemaspaandra, and H. Hempel. </author> <title> Translating equality downwards. </title> <type> Technical Report TR-657, </type> <institution> Department of Computer Science, University of Rochester, Rochester, </institution> <address> NY, </address> <month> April </month> <year> 1997. </year>"
276548,ftp:##ftp.cs.rochester.edu#pub#papers#theory#95.tr596.Query_order_and_self_specifying_machines.ps.gz,"[HHW] <author> L. Hemaspaandra, H. Hempel, and G. Wechsung. </author> <title> Query order. </title> <journal> SIAM Journal on Computing. </journal> <note> To appear. </note>"
276727,ftp:##ftp.cse.ucsc.edu#pub#hsnlab#Interop97-cam-ready.ps.Z,"[7] <author> L. Kalampoukas, A. Varma, and K. K. Ramakrishnan. </author> <title> Perfomance of two-way TCP traffic over asymmetric access links. </title> <booktitle> In Proc. of Interop\'97 Engineers\' Conference, </booktitle> <year> 1997. </year>"
276728,ftp:##ftp.cse.ucsc.edu#pub#hsnlab#Sigmetrics98.ps.gz,"[8] <author> L. Kalampoukas, A. Varma, and K. K. Ramakrishnan. </author> <title> Improving TCP throughput over two-way asymmetric links: analysis and solutions. </title> <booktitle> In Proc. of Sigmetrics, </booktitle> <year> 1998. </year>"
276735,http:##ftp.cs.yale.edu#pub#technical-reports#tr1058.ps.gz,"[Orl90] <author> Alon Orlitsky, </author> <title> Worst-case interactive communication I: Two messages are almost optimal, </title> <journal> IEEE Transactions on Information Theory 36 (1990), </journal> <volume> no. 5, </volume> <pages> 1111-1126. </pages>"
276735,http:##www.cs.yale.edu#pub#TR#tr1058.ps.gz,"[Orl90] <author> Alon Orlitsky, </author> <title> Worst-case interactive communication I: Two messages are almost optimal, </title> <journal> IEEE Transactions on Information Theory 36 (1990), </journal> <volume> no. 5, </volume> <pages> 1111-1126. </pages>"
276742,http:##roger-rabbit.cs.berkeley.edu#ftp#pub#multimedia#papers#intelsc-mpeg-encode.ps.gz,"[4] <author> K. Shen, L. A. Rowe and E. J. </author> <title> Delp ""A Parallel Implementation of an MPEG1 Encoder: Faster Than Real-Time!"". </title> <booktitle> Proceedings of the SPIE Conference on Digital Video Compression: Algorithms and Technologies, February 1995, </booktitle> <address> San Jose, CA. </address>"
276742,http:##www-plateau.cs.berkeley.edu#ftp#pub#multimedia#papers#intelsc-mpeg-encode.ps.Z,"[4] <author> K. Shen, L. A. Rowe and E. J. </author> <title> Delp ""A Parallel Implementation of an MPEG1 Encoder: Faster Than Real-Time!"". </title> <booktitle> Proceedings of the SPIE Conference on Digital Video Compression: Algorithms and Technologies, February 1995, </booktitle> <address> San Jose, CA. </address>"
276742,http:##www-plateau.cs.berkeley.edu#ftp#pub#multimedia#papers#intelsc-mpeg-encode.ps.gz,"[4] <author> K. Shen, L. A. Rowe and E. J. </author> <title> Delp ""A Parallel Implementation of an MPEG1 Encoder: Faster Than Real-Time!"". </title> <booktitle> Proceedings of the SPIE Conference on Digital Video Compression: Algorithms and Technologies, February 1995, </booktitle> <address> San Jose, CA. </address>"
276742,http:##www-plateau.cs.berkeley.edu#ftp#pub#papers#intelsc-mpeg-encode.ps.Z,"[4] <author> K. Shen, L. A. Rowe and E. J. </author> <title> Delp ""A Parallel Implementation of an MPEG1 Encoder: Faster Than Real-Time!"". </title> <booktitle> Proceedings of the SPIE Conference on Digital Video Compression: Algorithms and Technologies, February 1995, </booktitle> <address> San Jose, CA. </address>"
276928,http:##www.cs.wisc.edu#~shoup#papers#fex.ps.Z,"[1] <author> N. Asokan, V. Shoup, and M. Waidner. </author> <title> Optimistic fair exchange of digital signatures. </title> <type> Preprint, </type> <year> 1997. </year>"
276935,file:##theory.lcs.mit.edu#pub#people#rosario#election.ps.Z,"[9] <author> R. Cramer, R. Gennaro and B. Schoenmakers. </author> <title> A Secure and Optimally Efficient Multi-Authority Election Scheme. </title> <journal> European Transactions of Telecommunications, Vol.8, </journal> <volume> No.5, </volume> <month> Sep-tember </month> <year> 1997. </year>"
276935,http:##www.win.tue.nl#math#dw#pp#berry#papers#euro97.ps.gz,"[9] <author> R. Cramer, R. Gennaro and B. Schoenmakers. </author> <title> A Secure and Optimally Efficient Multi-Authority Election Scheme. </title> <journal> European Transactions of Telecommunications, Vol.8, </journal> <volume> No.5, </volume> <month> Sep-tember </month> <year> 1997. </year>"
276944,ftp:##theory.lcs.mit.edu#pub#tcryptol#96-12.ps,"[FGMY] <author> Y. Frankel, P. Gemmel, P. MacKenzie and M. Yung. </author> <title> Proactive RSA, </title> <type> manuscript. </type>"
276948,file:##theory.lcs.mit.edu#pub#people#rosario#vault.ps.Z,"[22] <author> J. Garay, R. Gennaro, C. Jutla and T. Rabin. </author> <title> Secure Distributed Storage and Retrieval. </title> <booktitle> 1997 Workshop on Distributed Algorithms (WDAG\'97), Lecture Notes in Computer Science vol.1320. </booktitle>"
277195,http:##www.cs.rochester.edu#users#faculty#ogihara#research#archive#context.ps.gz,"[OTTW] <author> M. Ogiwara, T. Thierauf, S. Toda, and O. Watanabe. </author> <title> On closure properties of #P in the context of PFffi#P. </title> <journal> Journal of Computer and System Sciences. </journal> <note> To appear. </note>"
277198,file:##ftp.cis.ohio-state.edu#pub#tech-report#1994#TR35.ps.gz,"[RS93] <author> J. Ramachandran and T. Schwentick. </author> <title> A note on set-bit enumeration, 1993. </title> <type> Technical Report, </type> <institution> University of Mainz, </institution> <month> 11/26/93. </month>"
277229,http:##www.cs.rice.edu#~amza#textppopp.ps,"[3] <author> C. Amza, A.L. Cox, K. Rajamani, and W. Zwaenepoel. </author> <title> Tradeoffs between false sharing and aggregation in software distributed shared memory. </title> <booktitle> In Proceedings of the 6th Symposium on the Principles and Practice of Parallel Programming, </booktitle> <pages> pages 90-99, </pages> <month> June </month> <year> 1997. </year>"
277229,http:##www.cs.rice.edu#~willy#papers#ppopp97b.ps.gz,"[3] <author> C. Amza, A.L. Cox, K. Rajamani, and W. Zwaenepoel. </author> <title> Tradeoffs between false sharing and aggregation in software distributed shared memory. </title> <booktitle> In Proceedings of the 6th Symposium on the Principles and Practice of Parallel Programming, </booktitle> <pages> pages 90-99, </pages> <month> June </month> <year> 1997. </year>"
277263,ftp:##garovix.ijs.si#pub#papers#idamap97#zelic.ps.gz,"[11] <author> I.Zelic, I.Kononenko, N.Lavrac, and V.Vuga. </author> <title> Machine learning applied to diagnosis of sport injuries. </title> <editor> In Elpida Keravnou, Catherine Garbay, Robert Baud, and Jeremy Wyatt, editors, </editor> <booktitle> Lecture Notes in Artificial Intelligence: Artificial Intelligence in Medicine, AIME97, </booktitle> <volume> volume 1211, </volume> <pages> pages 138-144. </pages> <publisher> Springer, </publisher> <year> 1997. </year>"
277276,http:##www.ics.uci.edu#~pazzani#Publications#aime97_alz.ps,"[24] <author> WR Shankle, S Mani, M Pazzani, and P Smyth. </author> <title> Detecting very early stages of dementia from normal aging with machine learning methods. </title> <editor> In Elp-ida Keravnou, Catherine Garbay, Robert Baud, and Jeremy Wyatt, editors, </editor> <booktitle> Lecture Notes in Artificial Intelligence: Artificial Intelligence in Medicine, AIME97, </booktitle> <volume> volume 1211, </volume> <pages> pages 73-85. </pages> <publisher> Springer, </publisher> <year> 1997. </year>"
277441,http:##www.cs.utexas.edu#users#cpg#RTS#papers#impl.ps.gz,"[Stua90] <author> Stuart, D.A., </author> <title> ``Implementing a verifier for real-time systems,\'\' </title> <booktitle> IEEE Real-Time Systems Symposium, </booktitle> <pages> pp. 62-71, </pages> <year> 1990. </year>"
277725,http:##www.cs.utah.edu#~riloff#psfiles#nlp-ir-chapter.ps,"<author> Riloff, E., and Lorenzen, J. </author> <year> 1998. </year> <title> Extraction-based text categorization: Generating domain-specific role relationships automatically. </title> <editor> In Strzalkowski, T., ed., </editor> <booktitle> Natural Language Information Retrieval. </booktitle> <publisher> Kluwer Academic Publishers. forthcoming. </publisher>"
278358,http:##www.cs.nyu.edu#phd_students#fuchs#sgml.ps,"[Fuc96] <author> Matthew Fuchs. </author> <title> The user interface as document: SGML and distributed applications. Computer Standards & Interfaces, </title> <address> 18(1):7992, </address> <month> January </month> <year> 1996. </year>"
278385,http:##www.cs.cmu.edu#afs#cs#usr#andrewt#papers#chile-strings#Journal.ver2#final.ps.gz,"[9] <author> D. Lopresti and A. Tomkins. </author> <title> Block edit models for approximate string matching. </title> <editor> In R. Baeza-Yates and U. Manber, editors, </editor> <booktitle> Proceedings of the Second Annual South American Workshop on String Processing, </booktitle> <pages> pages 11-26, </pages> <address> Valparaso, Chile, </address> <month> April </month> <year> 1995. </year> <month> 15 </month>"
278394,http:##www.first.gmd.de#persons#Mueller.Klaus-Robert#nips_crossval.ps.Z,"[5] <author> S. Amari, N. Murata, K.-R. Muller, M. Finke, and H. H. Yang. </author> <title> Asymptotic statistical theory of overtraining and cross-validation. </title> <journal> IEEE Trans. on Neural Networks, </journal> <note> page to appear, </note> <year> 1997. </year>"
278403,ftp:##cse.ogi.edu#pub#neural#papers#levinLeenMoody93.PCP.ps.Z,"14. <author> Asriel U. Levin, Todd K. Leen, and John E. Moody. </author> <title> Fast pruning using principal components. </title> <booktitle> In [4], </booktitle> <year> 1994. </year>"
278547,http:##www.ecs.umass.edu#mie#faculty#smith#wds_jms.ps,"[33] <author> Smith, Warren D and J.MacGregor Smith. </author> <title> ""On the Steiner Ratio in 3-Space."" accepted for publication Journal of Combinatorial Theory, </title> <publisher> Series A. </publisher>"
278547,http:##www.neci.nj.nec.com#homepages#wds#smt-jimpap.ps,"[33] <author> Smith, Warren D and J.MacGregor Smith. </author> <title> ""On the Steiner Ratio in 3-Space."" accepted for publication Journal of Combinatorial Theory, </title> <publisher> Series A. </publisher>"
278744,http:##ptolemy.eecs.berkeley.edu#papers#overview#march94.ps.Z,"[Kalavade 93] <author> A. Kalavade and E. A. Lee. </author> <title> A Hardware-Software Codesign Methodology for DSP Applications. </title> <booktitle> IEEE Design & Test of Computers, </booktitle> <pages> pages 16-28, </pages> <month> September </month> <year> 1993. </year> <note> BIBLIOGRAPHY 207 </note>"
278744,http:##www.cs.umn.edu#Users#dept#users#hsieh#ptolemy.overview.ps.Z,"[Kalavade 93] <author> A. Kalavade and E. A. Lee. </author> <title> A Hardware-Software Codesign Methodology for DSP Applications. </title> <booktitle> IEEE Design & Test of Computers, </booktitle> <pages> pages 16-28, </pages> <month> September </month> <year> 1993. </year> <note> BIBLIOGRAPHY 207 </note>"
278792,http:##www.cs.indiana.edu#l#www#ftp#pierce#linearpi.ps.gz,"[KPT96] <author> Naoki Kobayashi, Benjamin Pierce, and David N. Turner. </author> <title> Linearity and the pi-calculus. </title> <booktitle> In ACM Symposium on Principles of Programming Languages, </booktitle> <year> 1996. </year> <note> BIBLIOGRAPHY 174 </note>"
278804,http:##cs-www.bu.edu#faculty#best#res#papers#pdis96.ps,"[ABCdO96] <author> Virgilio Almeida, Azer Bestavros, Mark Crovella, and Adriana de Oliveira. </author> <title> Characterizing reference locality in the WWW. In IEEE International Conference in Parallel and Distributed Information Systems, </title> <address> Miami Beach, Florida, USA, </address> <month> December </month> <year> 1996. </year> <note> http://www.cs.bu.edu/groups/oceans/papers/Home.html. </note>"
278804,http:##www.cs.bu.edu#faculty#best#res#papers#pdis96.ps,"[ABCdO96] <author> Virgilio Almeida, Azer Bestavros, Mark Crovella, and Adriana de Oliveira. </author> <title> Characterizing reference locality in the WWW. In IEEE International Conference in Parallel and Distributed Information Systems, </title> <address> Miami Beach, Florida, USA, </address> <month> December </month> <year> 1996. </year> <note> http://www.cs.bu.edu/groups/oceans/papers/Home.html. </note>"
278898,ftp:##ftp.cc.gatech.edu#pub#gvu#tr#1996#96-28.ps.Z,"[Schlungbaum96c] <author> E. Schlungbaum: </author> <title> Individual User Interfaces and Model-based User Interface Software Tools. </title> <type> Research report, </type> <institution> Georgia Institute of Technology, Graphics, Visualization & Usability Center, GIT-GVU-96-28, </institution> <month> November </month> <year> 1996. </year> <note> GIT-GVU-96-30 - 26 </note> -"
279033,http:##www.cs.brown.edu#research#graphics#research#pub#papers#sig91-object.ps,"[Zeleznik 91] <author> Robert C. Zeleznik, et.al. </author> <title> An Object-Oriented Framework for the Integration of Interactive Animation Techniques. </title> <booktitle> In Computer Graphics, </booktitle> <pages> pages 105-112. </pages> <booktitle> Proceedings SIGGRAPH\'91, </booktitle> <month> July, </month> <year> 1991. </year>"
279109,http:##www.sls.lcs.mit.edu#hazen#publications#ICASSP98.ps.gz,"[35] <author> T. Hazen and A. Halberstadt. </author> <title> Using aggregation to improve the performance of mixture Gaussian acoustic models. </title> <booktitle> In Proceedings of the The 1998 International Conference on Acoustics, Speech and Signal Processing, </booktitle> <address> Seattle, WA, </address> <year> 1998. </year>"
279127,http:##www.sls.lcs.mit.edu#raylau#webgalaxy#eurospeech97#main.ps,"[54] <author> R. Lau, G. Flammia, C. Pao, and V. Zue. </author> <title> WebGalaxy integrating spoken language and hypertext navigation. </title> <booktitle> In Proceedings of the 5th European Conference on Speech Communication and Technology, </booktitle> <pages> pages 883-886, </pages> <address> Rhodes, Greece, </address> <year> 1997. </year>"
279243,http:##www.ecs.umass.edu#ece#koren#yield#dft95.ps.Z,"[16] <author> Z. Chen and I. Koren, </author> <title> ""Layer Assignment for Yield Enhancement,"" </title> <booktitle> Proc. IEEE Int. Workshop on Defect and Fault Tolerance in VLSI Systems, </booktitle> <pages> pp. 173-180, </pages> <year> 1995. </year>"
279243,http:##www.ecs.umass.edu#ece#koren#yield#jmsi.ps.Z,"[16] <author> Z. Chen and I. Koren, </author> <title> ""Layer Assignment for Yield Enhancement,"" </title> <booktitle> Proc. IEEE Int. Workshop on Defect and Fault Tolerance in VLSI Systems, </booktitle> <pages> pp. 173-180, </pages> <year> 1995. </year>"
279404,http:##http.cs.berkeley.edu#~jhauser#exceptions#HandlingFloatingPointExceptions.ps.Z,"[6] <author> John R. Hauser, </author> <title> Handling Floating-Point Exceptions, </title> <journal> ACM Transactions on Programming Languages and Systems, </journal> <volume> Vol. 18, No. 2, </volume> <month> March </month> <year> 1996, </year> <pages> pp. 139-174. </pages>"
279404,http:##www.cs.berkeley.edu#~jhauser#exceptions#HandlingFloatingPointExceptions.ps.Z,"[6] <author> John R. Hauser, </author> <title> Handling Floating-Point Exceptions, </title> <journal> ACM Transactions on Programming Languages and Systems, </journal> <volume> Vol. 18, No. 2, </volume> <month> March </month> <year> 1996, </year> <pages> pp. 139-174. </pages>"
280024,http:##simon.cs.cornell.edu#Info#Projects#Bernoulli#papers#pldi93-2.ps,"[Huff93] <author> R. A. Huff. </author> <title> Lifetime-sensitive modulo scheduling. </title> <booktitle> In Proc. of the \'93 SIGPLAN Conf. on Programming Language Design and Implementation, </booktitle> <pages> pp. 258-267, </pages> <address> Albuquerque, N. Mex., </address> <month> June </month> <year> 1993. </year>"
280024,http:##www.cs.cornell.edu#Info#Projects#Bernoulli#papers#pldi93-2.ps,"[Huff93] <author> R. A. Huff. </author> <title> Lifetime-sensitive modulo scheduling. </title> <booktitle> In Proc. of the \'93 SIGPLAN Conf. on Programming Language Design and Implementation, </booktitle> <pages> pp. 258-267, </pages> <address> Albuquerque, N. Mex., </address> <month> June </month> <year> 1993. </year>"
280065,ftp:##venera.isi.edu#sims#sss95#li.ps.Z,"18. <author> Wen-Syan Li. </author> <title> Knowledge gathering and matching in heterogeneous databases. </title> <booktitle> In Working Notes of the AAAI Spring Symposium: Information Gathering from Heterogeneous, Distributed Environments, </booktitle> <institution> Stanford University, </institution> <year> 1995. </year> <note> AAAI Press. To order a copy, contact sss@aaai.org. </note>"
280172,http:##www.cs.cmu.edu#afs#cs.cmu.edu#project#theo-11#www#wwkb#danthesis.ps.gz,"[16] <author> D. DiPasquo. </author> <title> Using HTML formatting to aid in natural language processing on the World Wide Web, </title> <month> June </month> <year> 1998. </year> <type> Senior thesis, </type> <institution> Computer Science Department, Carnegie Mellon University (http://www.cs.cmu.edu/ WebKB/danthesis.ps.gz). </institution>"
280376,ftp:##ftp.cs.rutgers.edu#pub#farach#KMAST.ps.Z,"[FT94b] <author> M. Farach and M. </author> <title> Thorup. Sparse dynamic programming for evolutionary tree comparison. </title> <booktitle> Proc. of the 35th IEEE Annual Symp. on Foundation of Computer Science, </booktitle> <pages> pages 770-779, </pages> <year> 1994. </year>"
280414,http:##www.cs.cornell.edu#Info#People#bba#GOM.ps.gz,"[Ban96b] <author> Bela Ban. </author> <title> Extending CORBA For Multi-Domain Management. </title> <booktitle> In Proceedings of Distributed Object-Oriented Computing For Telecom (DOCT\'96) Workshop, </booktitle> <address> ObjectWorld\'96, Frankfurt, Germany, </address> <year> 1996. </year>"
280414,http:##www.cs.cornell.edu#Info#People#bba#corbagom.ps.gz,"[Ban96b] <author> Bela Ban. </author> <title> Extending CORBA For Multi-Domain Management. </title> <booktitle> In Proceedings of Distributed Object-Oriented Computing For Telecom (DOCT\'96) Workshop, </booktitle> <address> ObjectWorld\'96, Frankfurt, Germany, </address> <year> 1996. </year>"
280417,http:##actor.cs.vt.edu#~siva#research#reflection_paper.ps,"[Challa] <author> Challa, S. and D. Kafura: </author> <title> Using Reflection for Implementing ICOM, An Interoperable Common Object Model. </title> <institution> Department of Computer Science, Virginia Tech. Blacksburg, VA, </institution> <year> 1995. </year>"
280730,http:##www.cis.ohio-state.edu#insight#papers#automatica.ps,"<author> Zhao, F., and Utkin, V. I. </author> <year> 1996. </year> <title> Adaptive simulation and control of variable-structure control systems in sliding regimes. </title> <journal> Automatica: IFAC Journal 32(7) </journal> <pages> 1037-1042. </pages>"
280839,http:##www.infm.ulst.ac.uk#research#preprints#prl-29apr97.ps.gz,"[4] <author> Campbell, J. G., Fraley, C., Murtagh, F., and Raftery, A. E. </author> <year> (1998). </year> <title> Linear Flaw Detection in Woven Textiles using Model-Based Clustering. </title> <journal> Pattern Recognition Letters. </journal> <note> (to appear). </note>"
280839,http:##www.stat.washington.edu#tech.reports#tr314.ps,"[4] <author> Campbell, J. G., Fraley, C., Murtagh, F., and Raftery, A. E. </author> <year> (1998). </year> <title> Linear Flaw Detection in Woven Textiles using Model-Based Clustering. </title> <journal> Pattern Recognition Letters. </journal> <note> (to appear). </note>"
280839,http:##www.stat.washington.edu:80#tech.reports#tr314.ps,"[4] <author> Campbell, J. G., Fraley, C., Murtagh, F., and Raftery, A. E. </author> <year> (1998). </year> <title> Linear Flaw Detection in Woven Textiles using Model-Based Clustering. </title> <journal> Pattern Recognition Letters. </journal> <note> (to appear). </note>"
280853,http:##www.stat.washington.edu#tech.reports#tr311.ps,"[18] <author> Fraley, C. </author> <year> (1998). </year> <title> Algorithms for Model-Based Gaussian Hierarchical Clustering. </title> <journal> SIAM Journal on Scientific Computing. </journal> <note> (to appear). </note>"
280853,http:##www.stat.washington.edu:80#tech.reports#tr311.ps,"[18] <author> Fraley, C. </author> <year> (1998). </year> <title> Algorithms for Model-Based Gaussian Hierarchical Clustering. </title> <journal> SIAM Journal on Scientific Computing. </journal> <note> (to appear). </note>"
280863,http:##www.stat.washington.edu:80#tech.reports#tr293.ps,"[28] <author> Allard, D. and Fraley, C. </author> <year> (1997). </year> <title> Nonparametric maximum likelihood estimation of features in spatial point processes using Vorono tessellation. </title> <journal> Journal of the American Statistical Association, </journal> <volume> 92, </volume> <pages> 1485-1493. </pages>"
280863,http:##www.stat.washington.edu:80#tech.reports#tr293R.ps,"[28] <author> Allard, D. and Fraley, C. </author> <year> (1997). </year> <title> Nonparametric maximum likelihood estimation of features in spatial point processes using Vorono tessellation. </title> <journal> Journal of the American Statistical Association, </journal> <volume> 92, </volume> <pages> 1485-1493. </pages>"
280876,http:##www.stat.washington.edu:80#tech.reports#tr317.ps,"[41] <author> Stanford, D. and Raftery, A. E. </author> <year> (1997). </year> <title> Principal Curve Clustering with Noise. </title> <type> Technical Report 317, </type> <institution> University of Washington, Department of Statistics. </institution>"
280960,ftp:##softlib.rice.edu#pub#CRPC-TRs#reports#CRPC-TR97679.ps.gz,"[8] <author> A. Gelb, </author> <title> The resolution of the Gibbs phenomenon for spherical harmonics, </title> <journal> Math. Comp., </journal> <volume> 66(1997), </volume> <pages> 699-717. </pages>"
281161,http:##www.cs.columbia.edu#~hgs#papers#Buss9601_Dynamic.ps.gz,"[BDS96] <author> I. Busse, B. Deffner, and H. Schulzrinne. </author> <title> Dynamic QoS control of multimedia applications based on RTP. </title> <journal> Computer Communications, </journal> <volume> 19(1) </volume> <pages> 49-58, </pages> <month> January </month> <year> 1996. </year>"
281545,http:##www.cs.utexas.edu#users#hudson#abduction.ps,[LT94.] <author> V. Lifschitz and H. Turner. </author> <title> From disjunctive programs to abduction. </title> <type> Manuscript. </type>
281545,http:##www.cs.utexas.edu#users#vl#mypapers#abduction.ps,[LT94.] <author> V. Lifschitz and H. Turner. </author> <title> From disjunctive programs to abduction. </title> <type> Manuscript. </type>
282137,http:##www.cs.umbc.edu#kqml#papers#secret.ps,"[TFM95] <author> C. Thirunavukkarasu, T. Finin, and J. Mayfield. </author> <title> Secret Agents A Security Architecture for the KQML Agent Communication Language. </title> <booktitle> In Proc. Intelligent Information Agents Workshop, </booktitle> <pages> pages 176-184. </pages> <publisher> IEEE Comp. Soc. Press, </publisher> <month> December </month> <year> 1995. </year>"
282137,http:##www.cs.umbc.edu#~cikm#iia#submitted#viewing#chelliah.ps,"[TFM95] <author> C. Thirunavukkarasu, T. Finin, and J. Mayfield. </author> <title> Secret Agents A Security Architecture for the KQML Agent Communication Language. </title> <booktitle> In Proc. Intelligent Information Agents Workshop, </booktitle> <pages> pages 176-184. </pages> <publisher> IEEE Comp. Soc. Press, </publisher> <month> December </month> <year> 1995. </year>"
282140,http:##foner.www.media.mit.edu#people#foner#Reports#ICMAS-96#Yenta-Security.ps,"[3] <author> Foner, Leonard, </author> <title> A Security Architecture for a Multi-Agent Matchmaker, submitted to Autonomous Agents 97, </title> <institution> Marina del Rey, </institution> <year> 1997. </year>"
282286,ftp:##ftp.cs.caltech.edu#tr#cs-tr-93-01.ps.Z,"[15] <author> P. Hatcher and M. Quinn. </author> <title> Introduction to Data Parallel C. In The MIT Press, editor, Data-Parallel Programming on MIMD Computers, </title> <month> November </month> <year> 1991. </year>"
282334,http:##c.gp.cs.cmu.edu:5103#afs#cs#user#will#www#papers#Uther97a.ps,"[14] <author> William T. B. Uther and Manuela M. Veloso. </author> <title> Tree based discretization for continuous state space reinforcement learning. </title> <note> In Submitted to AAAI-98, 1998. 15 </note>"
282334,http:##c.gp.cs.cmu.edu:5103#afs#cs#user#will#www#papers#Uther97b.ps,"[14] <author> William T. B. Uther and Manuela M. Veloso. </author> <title> Tree based discretization for continuous state space reinforcement learning. </title> <note> In Submitted to AAAI-98, 1998. 15 </note>"
282334,http:##www.cs.cmu.edu#afs#cs#user#will#www#papers#Uther97a.ps,"[14] <author> William T. B. Uther and Manuela M. Veloso. </author> <title> Tree based discretization for continuous state space reinforcement learning. </title> <note> In Submitted to AAAI-98, 1998. 15 </note>"
